id,sentence,difficulty
2531,"Des réseaux nationaux, puis internationaux, se sont créés pour fournir des informations à leurs membres, préparer des campagnes de sensibilisation, voire faire du lobbying.",C1
2532,"On eût dit qu'en faisant remarquer leurs ridicules, je trahissais une confidence qu'ils m'avaient faite ; on eût dit qu'en se montrant à mes yeux tels qu'ils étaient, ils avaient obtenu de ma part la promesse du silence : je n'avais point la conscience d'avoir accepté ce traité trop onéreux.",C2
2533,Vous ne risquerez pas de vous ennuyer dans un lieu aussi animé.,A2
2534,"Nous avons l'habitude d'acheter quinze pommes, ce sont elles qui les comptent et les mettent dans notre panier.",A2
2535,"Les motocyclettes peuvent se classer en différents types, chaque type ayant des caractéristiques différentes telles que la maniabilité, le poids ou la position de pilotage.",C1
2536,"Cette fois, c'est vous qui caricaturez !",A2
2537,"Sans son manteau et ses gants, ils seraient morts de froid.",B2
2538,"D'après des ordres venus de Vienne, le général autrichien reçut le marquis del Dongo avec une considération voisine du respect ; on se hâta de lui offrir une des premières places dans le gouvernement, et il l'accepta comme le paiement d'une dette.",C1
2539,"Selon les pronostics, de 50 à 90 % des langues parlées aujourd'hui mourront au cours de ce siècle.",C1
2540,Je vais à l'école pendant la journée. Mon père s'appelle Alain.,A1
2541,"Car à la tentation minutieusement encouragée par les industriels du secteur, s'ajoute la fascination même du jeu, dont la puissance de séduction peut parfois faire perdre pied.",C2
2542,Je t'embrasse.,A2
2543,Il faisait toujours très beau et surtout très chaud,A2
2544,"D'autres supportent moins bien cette promiscuité et ""commencent déjà à voir les murs se refermer sur eux"", note le quotidien américain, qui a recueilli le témoignage d'Hugo, 26 ans.",C1
2545,Il prend le bus tous les soirs.,A2
2546,Après cette déclaration héroïque la comtesse ne voulut plus des chevaux ni de la loge du comte N. Mais depuis quinze ans elle était accoutumée à la vie la plus élégante : elle eut à résoudre ce problème difficile ou pour mieux dire impossible : vivre à Milan avec une pension de quinze cents francs.,C1
2547,Il y a eu beaucoup de spectateurs et tout le monde a bien aimé la Fête.,A2
2548,"Pour avoir plus d'informations, tu peux venir voir le médecin de l'école tous les jours au bureau 4B, au 4e étage.",A2
2549,"Il entendait dans toute cette vaste maison une rumeur confuse, ce bruissement des grands restaurants fait du bruit des vaisselles et des argenteries heurtées, du bruit des pas rapides des garçons adouci par le tapis des corridors, du bruit des portes un moment ouvertes et qui laissent 147 échapper le son des voix de tous ces étroits salons où sont enfermés des gens qui dînent.",C2
2550,Devenir chêvre,C1
2551,Certaines familles ont pour tradition de déposer des biscuits et un verre de lait près du sapin pour remercier le père noël.,B1
2552,ne te fais pas tuer.,B1
2553,"En 1913, moins de 1 travailleur sur 3, dérogations obligent, bénéficie réellement de ces vingt-quatre heures chômées.",C2
2554,"Dans la tribu, on n'aime pas les enfants sans père, on dit que ce sont les enfants des mauvais esprits.",B1
2555,"Même si je ne suis pas fanatique de fast-food, je ne vois pas pourquoi je ne mangerais pas de pizza et de hamburgers.",A2
2556,"Devant la maison, il y a une cour minuscule.",A2
2557,"Faits divers, faits divers, alors qu'on est au printemps, faits divers alors qu'on est au printemps - ""d'hiver""",C1
2558,Un ami m'a écrit une lettre.,A1
2559,"Puis, sortant mon mouton de sa poche, il se plongea dans la contemplation de son trésor.",B2
2560,"Ça vous débagoule des raisons, des accusations, des syllogismes, des calomnies, des paroles à rendre fou !",C2
2561,La prolifération de la culture sur brûlis a largement dégradé la forêt ivoirienne alors que le Gabon a plus à craindre de l'ouverture de son couvert forestier à l'exploitation industrielle du bois.,B2
2562,"Une fois qu'il a tout fini, Théo peut enfin aller jouer et s'amuser avant de dîner avec ses parents.",A2
2563,Elle doit être faite avec de l'eau.,B1
2564,"Elle rit, alla et vint, se sachant admirée, sentant que sa robe plaquait bien aux endroits nécessaires.",C1
2565,Il y a une armoire ?,A1
2566,"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou un diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire.",C1
2567,"En Amérique du Nord, LeeAnn Walters, une femme au foyer, a été distinguée pour avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans le Michigan",B1
2568,"Le jour de la Fête des mères, la tradition consiste le plus souvent à offrir un petit cadeau aux mamans, comme en France.",A2
2569,A qui le pacha vient en aide ?,A2
2570,Illusion du laid qui est une opinion changeante! Illusion du vrai jamais immuable!,B2
2571,Elle met son chapeau et elle va à l'épicerie de quartier.,A2
2572,"La lumière tombait si implacable du ciel devenu fixe que l'on aurait voulu se soustraire à son attention, et l'eau dormante ellemême, dont des insectes irritaient perpétuellement le sommeil, rêvant sans doute de quelque Maelstrôm imaginaire, augmentait le trouble où m'avait jeté la vue du flotteur de liège en semblant l'entraîner à toute vitesse sur les étendues silencieuses du ciel reflété ; presque vertical il paraissait prêt à plonger et déjà je me demandais, si, sans tenir compte du désir et de la crainte que j'avais de la connaître, je n'avais pas le devoir de faire prévenir Mlle Swann que le poisson mordait - quand il me fallut rejoindre en courant mon père et mon grand-père qui m'appelaient, étonnés que je ne les eusse pas suivis dans le petit chemin qui monte vers les champs et où ils s'étaient engagés.",C2
2573,"Heureusement, par pure modestie, il n'avait pas parlé des diamants donnés par sa mère.",B2
2574,"Il accepte les différences, il est tolérant.",B1
2575,L'influence du microbiote sur notre comportement a pu être observée.,C1
2576,La formation s'achèvera par un contrôle pour savoir si le propriétaire a intégré les connaissances.,B2
2577,Le robot a réussi à lancer un forage de dernière minute même si on ne sait pas encore s'il a pu ramener un échantillon de la surface de la comète.,B1
2578,Les enfants chantèrent les chansons qu'ils eurent apprises de leur professeur,C2
2579,"En clair, les adolescentes souffrent d'un complexe d'infériorité par rapport à leurs comparses masculins, comme l'a montré cette sociologue de l'éducation dans un ouvrage de référence, L'Ecole des filles (L'Harmattan).",C1
2580,"Quand j'écoute ma musique, il faut que je l'apprécie et c'est pour ça que je suis exigeant, je crois",A2
2581,"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d'un noir profond, d'un blanc de lait caillé ; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus bas encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",C2
2582,"La société m'importune, la solitude m'accable.",C2
2583,Nous voulons surmonter les obstacles judiciaires et techniques qui nous empêchent d'intercepter les conversations téléphoniques par Skype entre les suspects.,C1
2584,Ma mère est allemande et est avocate,A1
2585,"Edgar, étincelant de furie, dominait tous les autres de sa voix plus claire.",C1
2586,"Il avait toujours accordé, quelquefois prévenu mes demandes à cet égard.",C1
2587,"C'est génial, j'ai tout vu avant vous !",A2
2588,"Heureusement pour lui, les larmes qui embuaient les yeux de Laurence reflétaient sa joie, tout comme son sourire radieux",B2
2589,"Si Dieu le veut Bonjour, Anne!",A1
2590,C'est un parc où les gens viennent se promener en famille et entre amis,B1
2591,"Dans une grande salle au design épuré, ils sont une cinquantaine d'étudiants de 18 à 34 ans, les yeux rivés sur leur écran d'ordinateur.",B2
2592,Je suis venu dès que j'ai appris la nouvelle.,A2
2593,"""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées ?""",C2
2594,"Quand on est ado, on se pose des tas de questions.",A2
2595,Il a ouvert un gîte de randonneurs en Haute-Savoie.,C1
2596,"A 50-55 ans débute la deuxième vie adulte, à laquelle il faudra donner un nom, un statut, un contenu.",C1
2597,"Demain, nous nous lèverons tôt et nous nous promènerons dans la les bois situés aux alentours du manoir.",B1
2598,"Il faudrait d'abord lui faire visiter un peu les chambres, la salle de restaurant, et le reste.",B1
2599,J'espère que cette nouvelle histoire vous a plu.,A2
2600,"D'après des témoignages de chefs d'entreprise recueillis dans le Guide France Info Le salarié handicapé dans l'entreprise, ce dernier est un salarié comme les autres, avec en plus, la volonté de s'en sortir .",B1
2601,"Doté de 410 millions de dollars, il servira à financer l'adaptation des pays du Sud et le développement d'énergies propres.",C1
2602,J'ai faim,A1
2603,"On m'a souvent demandé comment j'avais fait pour comprendre Coluche, et ce que je gardais comme souvenir de ce tournage.",B1
2604,"On reconnaît alors qu'il recouvre des analyses, des acteurs, des histoires et des pratiques multiples aux finalités complémentaires ou différentes, voire antagonistes.",C1
2605,"Je me donnai bientôt, par cette conduite, une grande réputation de légèreté, de persiflage, de méchanceté.",C2
2606,"Ma voiture est très écologique, elle roule à l'énergie solaire",B1
2607,"Stop : tout d'abord, figurez-vous que les vrais nouveaux pères n'ont aucune envie d'être appelés comme cela.",B2
2608,"Puis je me bagarrais avec Daffy, mon canard en peluche, je mâchouillais mon os qui couine ou je chantais à l'unisson avec la radio de la voisine",C1
2609,"Le nombre insuffisant de professeurs formés est également un frein pour beaucoup d'adversaires de cette mesure, qui la jugent inapplicable.",C2
2610,"Comme toujours, l'histoire peut apporter des enseignements intéressants.",B2
2611,Très bien !,A1
2612,Va-t'en !,A1
2613,Les soeurs de Fabrice entrèrent chez leur mère tandis que comtesse cousait ces diamants dans l'habit de voyage de notre héros ; il rendait à ces pauvres femmes leurs chétifs napoléons.,B2
2614,Cet accusé se serait défendu avec l'énergie du condamné.,B2
2615,"Comme Monsieur, un informaticien fondateur de la librairie des maths, pour qui ""il y a tellement de manières d'aimer les mathématiques [qu'il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques"".",C2
2616,Quelle est votre ville d'origine ?,A1
2617,Le 8 mai est la fête de la Victoire,A2
2618,"En remontant dans le temps, on s'aperçoit que le déclin de la diversité linguistique a été considérablement accéléré par les conquêtes colonialistes européennes qui ont éliminé au moins 15 % des langues parlées à l'époque.",C1
2619,"L'extension après 1945 du principe méritocratique à l'ensemble des carrières administratives et économiques supérieures, avec l'École nationale d'administration et le développement des écoles de commerce, aboutit à la mise en place dans les années 1960 du système des grandes écoles tel qu'il existe encore aujourd'hui.",C2
